,,,All Organs,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart,Lung,Heart / Lung,Intestine,Abdominal Wall,Head & Neck: Craniofacial,GU: Uterus,Upper Limb: Bilateral,Upper Limb: Unilateral,"Face, Scalp"
ILSF-TX1 OSF Saint Francis Medical Center,All Patient States,,292,287,0,2,7,3,0,0,0,0,0,0,0,0,0
,Illinois,,290,285,0,2,6,3,0,0,0,0,0,0,0,0,0
,Iowa,,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,All Patient States,,578,502,37,21,7,14,4,0,0,0,0,0,0,0,0
,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,484,431,29,9,6,11,4,0,0,0,0,0,0,0,0
,Indiana,,69,57,8,2,0,3,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,
,Ohio,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tennessee,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
,Washington,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
,Wisconsin,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ILUI-TX1 University of Illinois Medical Center,All Patient States,,613,549,62,2,12,0,0,0,0,0,0,0,0,0,0
,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,581,519,61,1,11,0,0,0,0,0,0,0,0,0,0
,Indiana,,25,24,1,0,1,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ohio,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wisconsin,,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
ILVA-TX1 Edward Hines Jr. Veterans Administration Medical Center,All Patient States,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,Indiana,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kansas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wisconsin,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
INIM-TX1 Indiana University Health,All Patient States,,747,639,86,19,19,25,2,0,17,0,0,0,0,0,0
,California,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colorado,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0
,Illinois,,21,18,3,3,1,0,0,0,3,0,0,0,0,0,0
,Indiana,,654,557,75,8,17,24,2,0,7,0,0,0,0,0,0
,Kentucky,,6,5,1,1,0,0,0,0,1,0,0,0,0,0,0
,Michigan,,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0
,Mississippi,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ohio,,8,6,1,1,0,0,0,0,1,0,0,0,0,0,0
,Oregon,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,44,43,0,1,1,0,0,0,0,0,0,0,0,0,0
,Tennessee,,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,Utah,,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
INLH-TX1 Lutheran Hospital of Fort Wayne,All Patient States,,31,27,0,0,0,4,0,0,0,0,0,0,0,0,0
,Indiana,,30,26,0,0,0,4,0,0,0,0,0,0,0,0,0
,Michigan,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,
INSV-TX1 Ascension St. Vincent Hospital,All Patient States,,246,201,0,0,0,55,0,0,0,0,0,0,0,0,0
,Georgia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Indiana,,221,182,0,0,0,47,0,0,0,0,0,0,0,0,0
,Kentucky,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ohio,,12,7,0,0,0,7,0,0,0,0,0,0,0,0,0
,State unassigned,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,All Patient States,,409,287,103,0,9,18,0,0,0,0,0,0,0,0,0
,Arkansas,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,California,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iowa,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kansas,,252,172,64,0,5,14,0,0,0,0,0,0,0,0,0
,Louisiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mississippi,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,135,95,36,0,4,4,0,0,0,0,0,0,0,0,0
,Nebraska,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Wyoming,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KYJH-TX1 Jewish Hospital,All Patient States,,330,250,39,2,16,18,10,2,0,0,0,0,0,0,0
,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Indiana,,70,60,7,0,0,3,2,1,0,0,0,0,0,0,0
,Kentucky,,248,180,32,1,16,14,8,1,0,0,0,0,0,0,0
,Ohio,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tennessee,,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0
,West Virginia,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KYKC-TX1 Norton Children's Hospital,All Patient States,,11,5,0,0,0,6,0,0,0,0,0,0,0,0,0
,Indiana,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Kentucky,,10,5,0,0,0,5,0,0,0,0,0,0,0,0,0
KYUK-TX1 University of Kentucky Medical Center,All Patient States,,605,476,111,0,8,18,13,1,0,0,0,0,0,0,0
,Indiana,,22,21,0,0,0,2,0,0,0,0,0,0,0,0,0
,Kentucky,,507,407,78,0,7,12,13,1,0,0,0,0,0,0,0
,Louisiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ohio,,15,12,2,0,0,2,0,0,0,0,0,0,0,0,0
,State unassigned,,17,13,6,0,0,0,0,0,0,0,0,0,0,0,0
,
,Tennessee,,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0
,West Virginia,,22,10,16,0,1,2,0,0,0,0,0,0,0,0,0
LACH-TX1 Children's Hospital,All Patient States,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
,Louisiana,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mississippi,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LAOF-TX1 Ochsner Foundation Hospital,All Patient States,,906,770,70,0,12,58,3,0,0,0,0,0,0,0,0
,Alabama,,50,47,1,0,1,1,0,0,0,0,0,0,0,0,0
,California,,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0
,District of Columbia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,13,11,1,0,1,0,0,0,0,0,0,0,0,0,0
,Georgia,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Louisiana,,699,598,44,0,9,49,3,0,0,0,0,0,0,0,0
,Mississippi,,121,104,10,0,1,8,0,0,0,0,0,0,0,0,0
,Missouri,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Rico,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Tennessee,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
,Washington,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LATU-TX1 Tulane Medical Center,All Patient States,,613,596,12,0,8,0,0,0,0,0,0,0,0,0,0
,Alabama,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
,Louisiana,,496,482,9,0,7,0,0,0,0,0,0,0,0,0,0
,Mississippi,,103,101,2,0,1,0,0,0,0,0,0,0,0,0,0
,Texas,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LAWK-TX1 Willis-Knighton Medical Center,All Patient States,,420,357,52,3,12,0,0,0,0,0,0,0,0,0,0
,Arkansas,,20,18,2,0,0,0,0,0,0,0,0,0,0,0,0
,Louisiana,,342,288,46,3,9,0,0,0,0,0,0,0,0,0,0
,Maine,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,56,49,4,0,3,0,0,0,0,0,0,0,0,0,0
MABI-TX1 Beth Israel Deaconess Medical Center,All Patient States,,522,400,122,9,35,0,0,0,0,0,0,0,0,0,0
,Connecticut,,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
,Maine,,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,479,385,95,5,32,0,0,0,0,0,0,0,0,0,0
,New Hampshire,,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0
,New York,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhode Island,,29,6,23,2,0,0,0,0,0,0,0,0,0,0,0
,Vermont,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MABS-TX1 Baystate Medical Center,All Patient States,,173,173,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,Connecticut,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Hampshire,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vermont,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MABU-TX1 Boston Medical Center,All Patient States,,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,287,287,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Hampshire,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhode Island,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MACH-TX1 Boston Children's Hospital,All Patient States,,65,23,12,1,0,26,3,0,3,0,0,0,0,0,0
,Connecticut,,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0
,Louisiana,,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
,Maine,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Massachusetts,,40,14,9,0,0,16,2,0,0,0,0,0,0,0,0
,New Hampshire,,5,2,1,0,0,1,1,0,0,0,0,0,0,0,0
,New York,,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0
,North Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhode Island,,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
,State unassigned,,4,0,1,1,0,1,0,0,3,0,0,0,0,0,0
,Vermont,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MALC-TX1 Lahey Clinic Medical Center,All Patient States,,286,207,87,0,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
,Maine,,16,4,12,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,200,161,43,0,0,0,0,0,0,0,0,0,0,0,0
,New Hampshire,,52,32,22,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhode Island,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vermont,,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0
MAMG-TX1 Massachusetts General Hospital,All Patient States,,"1,569","1,184",371,14,10,22,10,0,0,0,0,0,0,0,1
,Arizona,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,California,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maine,,103,52,50,2,0,3,1,0,0,0,0,0,0,0,0
,Maryland,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,"1,086",877,201,9,3,12,6,0,0,0,0,0,0,0,1
,New Hampshire,,206,159,46,1,4,3,0,0,0,0,0,0,0,0,0
,New Jersey,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,44,25,17,2,2,3,1,0,0,0,0,0,0,0,0
,
,North Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Rico,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhode Island,,61,34,24,0,1,1,2,0,0,0,0,0,0,0,0
,State unassigned,,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vermont,,37,10,28,0,0,0,0,0,0,0,0,0,0,0,0
MANM-TX1 Tufts Medical Center,All Patient States,,311,213,0,0,0,103,0,0,0,0,0,0,0,0,0
,Connecticut,,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
,Delaware,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maine,,12,1,0,0,0,12,0,0,0,0,0,0,0,0,0
,Maryland,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,244,192,0,0,0,54,0,0,0,0,0,0,0,0,0
,New Hampshire,,18,9,0,0,0,9,0,0,0,0,0,0,0,0,0
,New York,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Rhode Island,,22,7,0,0,0,17,0,0,0,0,0,0,0,0,0
,Vermont,,8,1,0,0,0,7,0,0,0,0,0,0,0,0,0
MAPB-TX1 Brigham and Women's Hospital,All Patient States,,479,388,0,5,12,33,45,1,0,0,0,0,0,0,0
,Connecticut,,11,8,0,0,0,0,3,0,0,0,0,0,0,0,0
,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maine,,18,6,0,1,0,5,6,0,0,0,0,0,0,0,0
,Maryland,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,367,309,0,3,9,22,27,1,0,0,0,0,0,0,0
,New Hampshire,,27,19,0,1,2,4,2,0,0,0,0,0,0,0,0
,New Jersey,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0
,North Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhode Island,,17,11,0,0,0,2,4,0,0,0,0,0,0,0,0
,State unassigned,,25,24,0,0,1,0,0,0,0,0,0,0,0,0,0
,Tennessee,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vermont,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
,Virginia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MAUM-TX1 UMass Memorial Medical Center,All Patient States,,840,477,367,13,9,0,0,0,0,0,0,0,0,0,0
,Connecticut,,20,16,2,2,0,0,0,0,0,0,0,0,0,0,0
,Maine,,16,1,15,0,0,0,0,0,0,0,0,0,0,0,0
,Maryland,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,773,453,328,9,9,0,0,0,0,0,0,0,0,0,0
,New Hampshire,,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
,Rhode Island,,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0
,Vermont,,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
MDJH-TX1 Johns Hopkins Hospital,All Patient States,,"1,737","1,345",359,16,14,38,3,0,0,0,1,0,1,1,0
,
,Arizona,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,California,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colorado,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Delaware,,63,45,15,0,0,3,0,0,0,0,0,0,0,0,0
,District of Columbia,,23,18,5,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kentucky,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
,Maine,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maryland,,"1,257",967,260,11,11,34,1,0,0,0,1,0,1,1,0
,Mississippi,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nevada,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,27,25,2,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,26,22,2,1,0,0,1,0,0,0,0,0,0,0,0
,North Carolina,,14,12,1,1,0,0,0,0,0,0,0,0,0,0,0
,Ohio,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,137,113,25,2,2,1,1,0,0,0,0,0,0,0,0
,South Carolina,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0
,Tennessee,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,124,95,30,1,1,0,0,0,0,0,0,0,0,0,0
,West Virginia,,23,14,9,0,0,0,0,0,0,0,0,0,0,0,0
MDUM-TX1 University of Maryland Medical System,All Patient States,,"1,118",769,297,9,13,46,13,0,0,0,0,0,0,0,0
,Connecticut,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Delaware,,35,24,9,0,1,3,0,0,0,0,0,0,0,0,0
,District of Columbia,,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Louisiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maine,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
,Maryland,,982,675,263,6,9,40,11,0,0,0,0,0,0,0,0
,New Jersey,,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,29,21,3,3,0,3,0,0,0,0,0,0,0,0,0
,Puerto Rico,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,21,12,7,0,1,0,2,0,0,0,0,0,0,0,0
,West Virginia,,22,12,11,0,1,0,0,0,0,0,0,0,0,0,0
,
MEMC-TX1 Maine Medical Center,All Patient States,,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maine,,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Hampshire,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIBH-TX1 William Beaumont Hospital,All Patient States,,368,329,51,0,0,0,0,0,0,0,0,0,0,0,0
,Arizona,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Indiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,363,324,51,0,0,0,0,0,0,0,0,0,0,0,0
,Montana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MICH-TX1 Children's Hospital of Michigan,All Patient States,,10,6,2,0,0,2,0,0,0,0,0,0,0,0,0
,Michigan,,10,6,2,0,0,2,0,0,0,0,0,0,0,0,0
MIDV-TX1 Helen DeVos Children's Hospital,All Patient States,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
MIHF-TX1 Henry Ford Hospital,All Patient States,,537,380,100,27,14,32,19,0,1,0,0,0,0,0,0
,Michigan,,533,378,98,27,14,32,19,0,1,0,0,0,0,0,0
,Mississippi,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Ohio,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MIHH-TX1 Harper University Hospital Detroit Medical Center,All Patient States,,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0
MIHM-TX1 Hurley Medical Center,All Patient States,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MIKZ-TX1 Borgess Medical Center,All Patient States,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,Indiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
MISH-TX1 Spectrum Health,All Patient States,,38,0,0,0,0,33,5,0,0,0,0,0,0,0,0
,Michigan,,38,0,0,0,0,33,5,0,0,0,0,0,0,0,0
MISJ-TX1 Ascension St. John Hospital,All Patient States,,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MISM-TX1 Mercy Health Saint Mary’s,All Patient States,,267,267,0,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,267,267,0,0,0,0,0,0,0,0,0,0,0,0,0
MIUM-TX1 University of Michigan Medical Center,All Patient States,,939,772,88,4,19,71,11,0,0,0,0,0,0,0,0
,California,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Indiana,,7,5,1,0,0,0,1,0,0,0,0,0,0,0,0
,Michigan,,895,738,85,4,19,64,10,0,0,0,0,0,0,0,0
,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,New York,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ohio,,29,21,2,0,0,7,0,0,0,0,0,0,0,0,0
,Puerto Rico,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Washington,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MNAN-TX1 Abbott Northwestern Hospital,All Patient States,,155,151,0,0,0,4,0,0,0,0,0,0,0,0,0
,Minnesota,,152,150,0,0,0,2,0,0,0,0,0,0,0,0,0
,North Dakota,,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
,Wisconsin,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MNCM-TX1 Children's Minnesota,All Patient States,,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0
,Minnesota,,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0
,North Dakota,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MNHC-TX1 Hennepin County Medical Center,All Patient States,,292,292,0,0,0,0,0,0,0,0,0,0,0,0,0
,Minnesota,,283,283,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wisconsin,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMC-TX1 Rochester Methodist Hospital (Mayo Clinic),All Patient States,,"1,089",870,93,43,45,67,29,7,0,0,0,0,1,0,0
,Alabama,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alaska,,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0
,Arizona,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arkansas,,21,21,1,0,0,0,0,0,0,0,0,0,0,0,0
,California,,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0
,Colorado,,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0
,Connecticut,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
,Idaho,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,55,50,1,1,1,2,2,1,0,0,0,0,0,0,0
,Indiana,,22,20,1,0,0,1,0,0,0,0,0,0,0,0,0
,Iowa,,91,77,4,2,1,9,1,0,0,0,0,0,0,0,0
,Kansas,,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0
,Kentucky,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Louisiana,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maine,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,27,22,2,1,2,1,1,0,0,0,0,0,0,0,0
,Minnesota,,471,375,43,20,28,23,11,1,0,0,0,0,1,0,0
,Mississippi,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,15,11,4,0,0,1,0,0,0,0,0,0,0,0,0
,Montana,,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0
,Nebraska,,13,11,1,1,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Mexico,,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0
,
,New York,,10,8,2,0,0,1,0,0,0,0,0,0,0,0,0
,North Carolina,,9,6,0,1,1,2,0,0,0,0,0,0,0,0,0
,North Dakota,,50,33,4,3,4,9,3,2,0,0,0,0,0,0,0
,Ohio,,12,10,1,0,0,0,1,0,0,0,0,0,0,0,0
,Oklahoma,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oregon,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
