State_Abv,State,All_Centers,Hospital_Name,All_Centers_Hospital_Name,Address,link,Latitude,Longitude
 NY,New York, NYUM-TX1,State University of New York Upstate Medical University, NYUM-TX1 State University of New York Upstate Medical University,"750 E Adams St, Syracuse, NY 13210",,43.0408333,-76.1391667
 NY,New York, NYVA-TX1,James J. Peters VA Medical Center, NYVA-TX1 James J. Peters VA Medical Center,"130 W Kingsbridge Rd, The Bronx, NY 10468",https://www.va.gov/health/,40.86720035,-73.90551069
 NY,New York, NYWC-TX1,Westchester Medical Center, NYWC-TX1 Westchester Medical Center,"3262 Westchester Ave, The Bronx, NY 10461",http://www.medicalclinicsofnyc.com/,40.85245009,-73.82793674
 OH,Ohio, OHAC-TX1,Akron City Hospital, OHAC-TX1 Akron City Hospital,"141 N Forge St, Akron, OH 44304",https://www.summahealth.org/locations/hospitals/akron?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,41.08194334,-81.50203507
 OH,Ohio, OHCA-TX1,Childrens Hospital Medical Center of Akron, OHCA-TX1 Childrens Hospital Medical Center of Akron,"1 Perkins Square, Akron, OH 44308",https://www.akronchildrens.org/,41.07921977,-81.52545939
 OH,Ohio, OHCC-TX1,The Cleveland Clinic Foundation, OHCC-TX1 The Cleveland Clinic Foundation,"1 Akron General Ave, Akron, OH 44307",https://my.clevelandclinic.org/locations/directions/416-akron-general,41.07844065,-81.53156148
 OH,Ohio, OHCH-TX1,Nationwide Children's Hospital, OHCH-TX1 Nationwide Children's Hospital,"700 Children's Dr, Columbus, OH 43205",https://www.nationwidechildrens.org/,39.95281405,-82.98039904
 OH,Ohio, OHCM-TX1,Children's Hospital Medical Center, OHCM-TX1 Children's Hospital Medical Center,"3333 Burnet Ave, Cincinnati, OH 45229",https://www.cincinnatichildrens.org/?utm_source=local&utm_medium=organic&utm_campaign=profile_listing&utm_content=website,39.14084475,-84.50228847
 OH,Ohio, OHCO-TX1,University of Toledo Medical Center, OHCO-TX1 University of Toledo Medical Center,"3000 Arlington Ave, Toledo, OH 43614",https://www.utoledo.edu/hscerror.html,41.619478,-83.620893
 OH,Ohio, OHMV-TX1,Miami Valley Hospital, OHMV-TX1 Miami Valley Hospital,"1 Wyoming St, Dayton, OH 45409",https://www.premierhealth.com/locations/hospitals/miami-valley-hospital,39.74524605,-84.18604426
 OH,Ohio, OHOU-TX1,Ohio State University Medical Center, OHOU-TX1 Ohio State University Medical Center,"410 W 10th Ave, Columbus, OH 43210",https://wexnermedical.osu.edu/,39.9950822,-83.01873232
 OH,Ohio, OHSE-TX1,St. Elizabeth Health Center, OHSE-TX1 St. Elizabeth Health Center,"1044 Belmont Ave, Youngstown, OH 44505",http://www.stelizabeth.com/,41.1132814,-80.6566146
 OH,Ohio, OHTC-TX1,The Christ Hospital, OHTC-TX1 The Christ Hospital,"2139 Auburn Ave, Cincinnati, OH 45219",https://www.thechristhospital.com/locations/locations-hospital,39.12083875,-84.51111282
 OH,Ohio, OHUC-TX1,University of Cincinnati Medical Center, OHUC-TX1 University of Cincinnati Medical Center,"3200 Burnet Ave, Cincinnati, OH 45229",http://www.uchealth.com/,39.136733,-84.500749
 OH,Ohio, OHUH-TX1,University Hospitals of Cleveland, OHUH-TX1 University Hospitals of Cleveland,"11100 Euclid Ave, Cleveland, OH 44106",https://www.uhhospitals.org/locations/uh-cleveland-medical-center/services/emergency-room?utm_campaign=UH_Cleveland_Medical_Center_Emergency_Room_11100_Euclid_Avenue&utm_source=yext&utm_medium=locallisting&utm_content=website_url,41.505776,-81.60606907
 OK,Oklahoma, OKBC-TX1,Integris Baptist Medical Center, OKBC-TX1 Integris Baptist Medical Center,"3300 Northwest Expy, Oklahoma City, OK 73112",https://baptist.integrisok.com/,35.5294826,-97.57649973
 OK,Oklahoma, OKCM-TX1,Children's Hospital of Oklahoma, OKCM-TX1 Children's Hospital of Oklahoma,"711 Stanton L Young Blvd, Oklahoma City, OK 73104",https://www.ouhealth.com/find-a-location/ou-health-university-of-oklahoma-medical-center/,35.48006,-97.50066496
 OK,Oklahoma, OKHM-TX1,Hillcrest Medical Center, OKHM-TX1 Hillcrest Medical Center,"1120 S Utica Ave, Tulsa, OK 74104",http://www.hillcrestmedicalcenter.com/,36.14646255,-95.96908033
 OK,Oklahoma, OKMD-TX1,OU Medical Center, OKMD-TX1 OU Medical Center,"744 W 9th St, Tulsa, OK 74127",http://www.osumc.com/,36.14646185,-95.999582
 OK,Oklahoma, OKSA-TX1,St. Anthony Hospital, OKSA-TX1 St. Anthony Hospital,"1000 N Lee Ave, Oklahoma City, OK 73102",https://www.ssmhealth.com/locations/st-anthony-hospital?utm_id=gmb-ok-9&hgcrm_channel=sms_text&hgcrm_source=healthgrades&hgcrm_agency=client&hgcrm_campaignid=1641&hgcrm_tacticid=2666&hgcrm_trackingsetid=4069,35.4776501,-97.52372852
 OK,Oklahoma, OKSF-TX1,Saint Francis Hospital, OKSF-TX1 Saint Francis Hospital,"6161 S Yale Ave, Tulsa, OK 74136",https://www.saintfrancis.com/location/saint-francis-hospital?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,36.0726356,-95.91973578
 OK,Oklahoma, OKSJ-TX1,St John Medical Center, OKSJ-TX1 St John Medical Center,"2100 S Wheeling Ave, Tulsa, OK 74104",https://www.stjohnhealthsystem.com/medical-center,36.1341242,-95.9646352
 OR,Oregon, ORGS-TX1,Legacy Good Samaritan Hospital and Medical Center, ORGS-TX1 Legacy Good Samaritan Hospital and Medical Center,"1015 NW 22nd Ave, Portland, OR 97210",,45.5305258,-122.6976216
 OR,Oregon, ORPM-TX1,Providence Portland Medical Center, ORPM-TX1 Providence Portland Medical Center,"4805 NE Glisan St, Portland, OR 97213",https://oregon.providence.org/location-directory/p/providence-portland-medical-center/?y_source=1_OTU3NjMxMy03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU=#llaid=5719,45.5282065,-122.613422
 OR,Oregon, ORSV-TX1,Providence St. Vincent Medical Center, ORSV-TX1 Providence St. Vincent Medical Center,"9205 SW Barnes Rd, Portland, OR 97225",https://oregon.providence.org/location-directory/p/providence-st-vincent-medical-center/?y_source=1_OTU3NjM5Ni03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D#llaid=5775,45.5158698,-122.7466777
 OR,Oregon, ORUO-TX1,Oregon Health and Science University, ORUO-TX1 Oregon Health and Science University,"3181 SW Sam Jackson Park Rd, Portland, OR 97239",https://www.ohsu.edu/?utm_source=gmb&utm_medium=organic&utm_content=LocationOHSU,45.49984645,-122.6866858
 OR,Oregon, ORVA-TX1,VA Portland Health Care System, ORVA-TX1 VA Portland Health Care System,"3710 SW US Veterans Hospital Rd, Portland, OR 97239",https://www.portland.va.gov/,45.54604585,-122.8653907
 PA,Pennsylvania, PAAE-TX1,Albert Einstein Medical Center, PAAE-TX1 Albert Einstein Medical Center,"5501 Old York Rd, Philadelphia, PA 19141",https://www.einstein.edu/einstein-medical-center-philadelphia,40.0368481,-75.14158871
 PA,Pennsylvania, PAAG-TX1,Allegheny General Hospital, PAAG-TX1 Allegheny General Hospital,"320 E North Ave, Pittsburgh, PA 15212",https://www.ahn.org/locations.html/?utm_source=GMB&utm_medium=Local&utm_content=Facility&utm_campaign=990940636204059272,40.45696955,-80.00331139
 PA,Pennsylvania, PACC-TX1,Crozer-Chester Medical Center, PACC-TX1 Crozer-Chester Medical Center,"1 Medical Center Blvd, Upland, PA 19013",https://www.crozerkeystone.org/crozer,39.85541155,-75.36825021
 PA,Pennsylvania, PACH-TX1,UPMC Children's Hospital of Pittsburgh, PACH-TX1 UPMC Children's Hospital of Pittsburgh,"4401 Penn Ave, Pittsburgh, PA 15224",http://www.chp.edu/contact-us,40.46720145,-79.95324526
 PA,Pennsylvania, PACP-TX1,Children's Hospital of Philadelphia, PACP-TX1 Children's Hospital of Philadelphia,"3401 Civic Center Blvd, Philadelphia, PA 19104",http://www.chop.edu/,39.94769755,-75.19498022
 PA,Pennsylvania, PAGM-TX1,Geisinger Medical Center, PAGM-TX1 Geisinger Medical Center,"100 N Academy Ave, Danville, PA 17822",https://www.geisinger.org/patient-care/find-a-location/geisinger-medical-center?utm_source=gmb&utm_medium=web&utm_term=&utm_content=&utm_campaign=kyruus_brandify,40.96799641,-76.60536866
 PA,Pennsylvania, PAHE-TX1,Penn State Milton S Hershey Medical Center, PAHE-TX1 Penn State Milton S Hershey Medical Center,"500 University Dr, Hershey, PA 17033",https://www.pennstatehealth.org/locations/milton-s-hershey-medical-center?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,40.26370945,-76.67482219
 PA,Pennsylvania, PAHH-TX1,Pinnacle Health System at Harrisburg Hospital, PAHH-TX1 Pinnacle Health System at Harrisburg Hospital,"2501 N 3rd St #2, Harrisburg, PA 17110",https://www.pinnaclehealth.org/locations/building/3109-polyclinic,40.2874113,-76.89867481
 PA,Pennsylvania, PAHM-TX1,Hahnemann University Hospital, PAHM-TX1 Hahnemann University Hospital,"230 N Broad St, Philadelphia, PA 19102",http://www.hahnemannhospital.com/,39.9568729,-75.1635475
 PA,Pennsylvania, PALH-TX1,The Lankenau Hospital, PALH-TX1 The Lankenau Hospital,"100 E Lancaster Ave, Wynnewood, PA 19096",https://www.mainlinehealth.org/locations/lankenau-medical-center,39.98813305,-75.26243038
 PA,Pennsylvania, PALV-TX1,Lehigh Valley Hospital, PALV-TX1 Lehigh Valley Hospital,"1200 S Cedar Crest Blvd, Allentown, PA 18103",https://www.lvhn.org/locations/lehigh-valley-hospital-cedar-crest,40.586407,-75.523613
 PA,Pennsylvania, PAPH-TX1,UPMC Hamot, PAPH-TX1 UPMC Hamot,"201 State St, Erie, PA 16550",http://www.upmc.com/locations/hospitals/hamot,42.1346209,-80.0866224
 PA,Pennsylvania, PAPT-TX1,University of Pittsburgh Medical Center, PAPT-TX1 University of Pittsburgh Medical Center,"200 Lothrop St, Pittsburgh, PA 15213",https://www.upmc.com/locations/hospitals/presbyterian,40.4427264,-79.96064675
 PA,Pennsylvania, PARH-TX1,Reading Hospital, PARH-TX1 Reading Hospital,"371-399 S 7th Ave, West Reading, PA 19611",https://reading.towerhealth.org/,40.33116417,-75.95202803
 PA,Pennsylvania, PASC-TX1,St. Christopher's Hospital for Children, PASC-TX1 St. Christopher's Hospital for Children,"160 E Erie Ave, Philadelphia, PA 19134",https://towerhealth.org/locations/st-christophers-hospital-children,40.00627865,-75.12563272
 PA,Pennsylvania, PATJ-TX1,Thomas Jefferson University Hospital, PATJ-TX1 Thomas Jefferson University Hospital,"111 S 11th St, Philadelphia, PA 19107",https://hospitals.jefferson.edu/find-a-location/locations/thomas-jefferson-university-hospital.html,39.9493479,-75.15801475
 PA,Pennsylvania, PATU-TX1,Temple University Hospital, PATU-TX1 Temple University Hospital,"3401 N Broad St, Philadelphia, PA 19140",https://www.templehealth.org/locations/temple-university-hospital?utm_source=google&utm_medium=organic&utm_campaign=GoogleMyBusiness&utm_term=GMB%20Website%20Button&utm_content=TUH,40.0053079,-75.15082352
 PA,Pennsylvania, PAUP-TX1,Hospital of the University of Pennsylvania, PAUP-TX1 Hospital of the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104",https://www.pennmedicine.org/for-patients-and-visitors/penn-medicine-locations/hospital-of-the-university-of-pennsylvania?y_source=1_NDE5ODI4Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,39.94994805,-75.19410142
 PA,Pennsylvania, PAVA-TX1,VA Pittsburgh Healthcare System, PAVA-TX1 VA Pittsburgh Healthcare System,"7180 Highland Dr, Pittsburgh, PA 15206",http://www.pittsburgh.va.gov/,40.47814702,-79.89882227
 PA,Pennsylvania, PAWV-TX1,Geisinger Wyoming Valley Medical Ctr, PAWV-TX1 Geisinger Wyoming Valley Medical Ctr,"1000 E Mountain Dr, Wilkes-Barre, PA 18711",https://www.geisinger.org/patient-care/find-a-location/geisinger-wyoming-valley-medical-center?utm_source=gmb&utm_medium=web&utm_term=&utm_content=&utm_campaign=kyruus_brandify,41.2579492,-75.80716607
 PR,Puerto Rico, PRCC-TX1,Cardiovascular Center of Puerto Rico and the Caribbean, PRCC-TX1 Cardiovascular Center of Puerto Rico and the Caribbean,"Paseo Dr. Jose Celso Barbosa, San Juan, 00921, Puerto Rico",http://www.rcm.upr.edu/,18.3948786,-66.0721332
 PR,Puerto Rico, PRSJ-TX1,Auxilio Mutuo Hospital, PRSJ-TX1 Auxilio Mutuo Hospital,"Av. Juan Ponce de León, Hato Rey Central, San Juan 00919, Puerto Rico",http://www.auxiliomutuo.com/,18.4236382,-66.057291
 RI,Rhode Island, RIRH-TX1,Rhode Island Hospital, RIRH-TX1 Rhode Island Hospital,"593 Eddy St # 124, Providence, RI 02903",http://www.rhodeislandhospital.org/,41.8118618,-71.4091293
 SC,South Carolina, SCCH-TX1,MUSC Children's Hospital, SCCH-TX1 MUSC Children's Hospital,"10 McClennan Banks Dr, Charleston, SC 29425",https://musckids.org/about-us/sjch?utm_source=Yext&utm_medium=Listings&utm_campaign=WebsiteClicksFacility&y_source=1_MTI2NTc1NjAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,32.78287466,-79.95144989
 SC,South Carolina, SCMU-TX1,Medical University of South Carolina, SCMU-TX1 Medical University of South Carolina,"171 Ashley Ave, Charleston, SC 29425",https://www.muschealth.org/?utm_source=Yext&utm_medium=Listings&utm_campaign=WebsiteClicksFacility&y_source=1_MTI2NTc3MDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,32.78553865,-79.95170579
 SC,South Carolina, SCRM-TX1,Richland Memorial Hospital, SCRM-TX1 Richland Memorial Hospital,"5 Richland Medical Park Dr, Columbia, SC 29203",https://www.palmettohealth.org/locations-directions/hospitals/palmetto-health-richland,34.027949,-81.03255659
 SD,South Dakota, SDMK-TX1,Avera McKennan Hospital, SDMK-TX1 Avera McKennan Hospital,"1325 S Cliff Ave, Sioux Falls, SD 57105",https://www.avera.org/locations/mckennan/?y_source=1_MTIyMTIzMjMtNzE1LWxvY2F0aW9uLndlYnNpdGU=,43.5343826,-96.71380731
 SD,South Dakota, SDSV-TX1,Sanford Health/USD Medical Center, SDSV-TX1 Sanford Health/USD Medical Center,"1305 W 18th St, Sioux Falls, SD 57117",https://www.sanfordhealth.org/locations/sanford-usd-medical-center/?y_source=1_MTA2MTkxNzItNzE1LWxvY2F0aW9uLndlYnNpdGU=,43.5356881,-96.7435889
 TN,Tennessee, TNBM-TX1,Baptist Memorial Hospital, TNBM-TX1 Baptist Memorial Hospital,"6019 Walnut Grove Rd, Memphis, TN 38120",https://www.baptistonline.org/locations/memphis,35.12865085,-89.86071256
 TN,Tennessee, TNEM-TX1,Erlanger Medical Center, TNEM-TX1 Erlanger Medical Center,"975 E 3rd St, Chattanooga, TN 37403",https://www.erlanger.org/,35.0488655,-85.29057174
 TN,Tennessee, TNJC-TX1,Johnson City Medical Center Hospital, TNJC-TX1 Johnson City Medical Center Hospital,"400 N State of Franklin Rd, Johnson City, TN 37604",https://www.balladhealth.org/hospitals/johnson-city-medical-center,36.30778825,-82.3841935
 TN,Tennessee, TNLB-TX1,Le Bonheur Children's Medical Center, TNLB-TX1 Le Bonheur Children's Medical Center,"848 Adams Ave, Memphis, TN 38103",https://www.lebonheur.org/locations/hospital,35.14437035,-90.0313146
 TN,Tennessee, TNMH-TX1,Methodist University Hospital, TNMH-TX1 Methodist University Hospital,"1265 Union Ave, Memphis, TN 38104",http://www.methodisthealth.org/locations/methodist-university-hospital,35.13682405,-90.01964242
 TN,Tennessee, TNPV-TX1,Centennial Medical Center, TNPV-TX1 Centennial Medical Center,"2300 Patterson St, Nashville, TN 37203",https://tristarcentennial.com/,36.15356345,-86.80824723
 TN,Tennessee, TNST-TX1,Saint Thomas Hospital, TNST-TX1 Saint Thomas Hospital,"4220 Harding Pike, Nashville, TN 37205",https://healthcare.ascension.org/Locations/Tennessee/TNNAS/Nashville-Ascension-Saint-Thomas-Hospital?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,36.1296963,-86.84464523
 TN,Tennessee, TNUK-TX1,University of Tennessee Medical Center at Knoxville, TNUK-TX1 University of Tennessee Medical Center at Knoxville,"1924 Alcoa Hwy, Knoxville, TN 37920",http://www.utmedicalcenter.org/,35.939986,-83.94372778
 TN,Tennessee, TNUT-TX1,William F Bowld Hospital University of Tennessee Medical Center, TNUT-TX1 William F Bowld Hospital University of Tennessee Medical Center,"920 Madison Ave, Memphis, TN 38163",http://www.uthsc.edu/,35.1403029,-90.0307285
 TN,Tennessee, TNVA-TX1,Tennessee Valley Healthcare System, TNVA-TX1 Tennessee Valley Healthcare System,"1310 24th Ave S, Nashville, TN 37212",https://www.tennesseevalley.va.gov/,36.14112705,-86.80394529
 TN,Tennessee, TNVU-TX1,Vanderbilt University Medical Center, TNVU-TX1 Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232",https://search.vanderbilthealth.com/locations/vanderbilt-university-medical-center?utm_source=Yext&utm_medium=Listings&utm_campaign=WebsiteClicks_Facility&utm_content=338,36.14092375,-86.80163418
 TN,Tennessee, TNVU-VA1,Nashville Veterans Administration Hospital, TNVU-VA1 Nashville Veterans Administration Hospital,"1310 24th Ave S, Nashville, TN 37212",https://www.tennesseevalley.va.gov/,36.14112705,-86.80394529
 TX,Texas, TXAD-TX1,Brackenridge Hospital, TXAD-TX1 Brackenridge Hospital,"601 E 15th St, Austin, TX 78701",http://www.seton.net/,30.2740175,-97.73370638
 TX,Texas, TXAS-TX1,Baylor Scott and White All Saints Medical Center-Fort Worth, TXAS-TX1 Baylor Scott and White All Saints Medical Center-Fort Worth,"1400 8th Ave, Fort Worth, TX 76104",https://www.bswhealth.com/locations/fort-worth/?y_source=1_MTM0MTE3MDMtNzE1LWxvY2F0aW9uLndlYnNpdGU=,32.7298635,-97.34555524
 TX,Texas, TXBA-TX1,Brooke Army Medical Center, TXBA-TX1 Brooke Army Medical Center,"3551 Roger Brooke Dr, Fort Sam Houston, TX 78234",http://www.tricare.mil/FindDoctor/AllProviderDirectories/MSM/SAMHS,29.45889605,-98.41930951
 TX,Texas, TXBC-TX1,"University Hospital, University of Texas Health Science Center"," TXBC-TX1 University Hospital, University of Texas Health Science Center","7703 Floyd Curl Dr, San Antonio, TX 78229",http://www.uthealthsa.org/,29.50738317,-98.57341893
 TX,Texas, TXCF-TX1,Cook Children's Medical Center, TXCF-TX1 Cook Children's Medical Center,"801 7th Ave, Fort Worth, TX 76104",https://cookchildrens.org/medical-center/?utm_source=google&utm_medium=OrganicSearch&utm_campaign=yext,32.7365621,-97.34108604
 TX,Texas, TXCM-TX1,Children's Medical Center of Dallas, TXCM-TX1 Children's Medical Center of Dallas,"1935 Medical District Dr, Dallas, TX 75235",https://www.childrens.com/location-landing/locations-and-directions/childrens-health-dallas?utm_source=google&utm_medium=yext&utm_campaign=Childrens%20Health%20Locations%20%20Childrens%20Medical%20Center%20%20Dallas%20%20Brand,32.80947825,-96.83754658
 TX,Texas, TXCT-TX1,Seton Medical Center Austin, TXCT-TX1 Seton Medical Center Austin,"1201 W 38th St, Austin, TX 78705",https://healthcare.ascension.org/Locations/Texas/TXAUS/Austin-Ascension-Seton-Medical-Center-Austin?utm_campaign=gmb&utm_medium=organic&utm_source=local,30.30509415,-97.74610944
 TX,Texas, TXDC-TX1,Driscoll Children's Hospital, TXDC-TX1 Driscoll Children's Hospital,"3533 S Alameda St, Corpus Christi, TX 78411",http://www.driscollchildrens.org/,27.7487325,-97.38647521
 TX,Texas, TXDL-TX1,Dell Children's Medical Center, TXDL-TX1 Dell Children's Medical Center,"4900 Mueller Blvd, Austin, TX 78723",https://healthcare.ascension.org/Locations/Texas/TXAUS/Austin-Dell-Childrens-Medical-Center?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,30.3038359,-97.70649018
 TX,Texas, TXDM-TX1,North Austin Medical Center, TXDM-TX1 North Austin Medical Center,"12221 N Mopac Expy, Austin, TX 78758",http://www.stdavids.com/locations/st-davids-north-austin-medical-center?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,30.4117954,-97.70636442
 TX,Texas, TXDR-TX1,Doctor's Hospital at Renaissance, TXDR-TX1 Doctor's Hospital at Renaissance,"2717 Michael Angelo Dr Suite 200, Edinburg, TX 78539",https://www.dhrhealth.com/services/oncology,26.25482161,-98.20205872
 TX,Texas, TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital, TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,"Richardson, 1301 Pennsylvania Ave, Fort Worth, TX 76104",https://www.texashealth.org/fortworth,32.7369675,-97.33885906
 TX,Texas, TXGV-TX1,Baylor Medical Center Grapevine, TXGV-TX1 Baylor Medical Center Grapevine,"1650 W College St, Grapevine, TX 76051",https://www.bswhealth.com/locations/grapevine/?y_source=1_MTM0MTE2OTktNzE1LWxvY2F0aW9uLndlYnNpdGU=,32.93387515,-97.09405812
 TX,Texas, TXHD-TX1,Medical City Dallas Hospital, TXHD-TX1 Medical City Dallas Hospital,"7777 Forest Ln, Dallas, TX 75230",https://medicalcityhealthcare.com/locations/medical-city-dallas/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,32.91149145,-96.77323125
 TX,Texas, TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston"," TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston","6400 Fannin St #2210a, Houston, TX 77030",http://memorialhermann.org/,29.7153781,-95.39712775
 TX,Texas, TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center, TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,"6720 Bertner Ave, Houston, TX 77030",https://www.stlukeshealth.org/locations/baylor-st-lukes-medical-center?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHITexas&utm_term=CHIStLukesHealthBaylorStLukesMedicalCenter&y_source=1_MTUxNjI3NTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,29.7081119,-95.40044102
 TX,Texas, TXHS-TX1,Methodist Specialty and Transplant Hospital, TXHS-TX1 Methodist Specialty and Transplant Hospital,"8026 Floyd Curl Dr, San Antonio, TX 78229",https://sahealth.com/specialties/emergency-care?location=methodist-hospital-specialty-and-transplant?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,29.5142308,-98.57634466
 TX,Texas, TXJS-TX1,University of Texas Medical Branch at Galveston, TXJS-TX1 University of Texas Medical Branch at Galveston,"301 University Blvd, Galveston, TX 77555",http://www.utmbhealth.com/,29.31093689,-94.77589526
 TX,Texas, TXLG-TX1,University Medical Center, TXLG-TX1 University Medical Center,"3410 Worth Street Dallas, TX 75246",https://www.bswhealth.com/locations/temple/specialties/transplant,32.78811775,-96.77948026
 TX,Texas, TXLM-TX1,Covenant Medical Center, TXLM-TX1 Covenant Medical Center,"3615 19th St, Lubbock, TX 79410",http://www.covenanthealth.org/,33.57689345,-101.8921117
 TX,Texas, TXLP-TX1,Las Palmas Medical Center, TXLP-TX1 Las Palmas Medical Center,"1801 N Oregon St, El Paso, TX 79902",http://www.laspalmasdelsolhealthcare.com/locations/las-palmas-medical-center?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,31.7699876,-106.4983423
 TX,Texas, TXMA-TX1,McAllen Medical Center, TXMA-TX1 McAllen Medical Center,"301 W Expy 83, McAllen, TX 78503",https://southtexashealthsystemmcallen.com/?utm_source=google-business&utm_medium=organic&utm_campaign=homepage,26.1868788,-98.22592798
 TX,Texas, TXMC-TX1,Methodist Dallas Medical Center, TXMC-TX1 Methodist Dallas Medical Center,"1441 N Beckley Ave, Dallas, TX 75203",https://www.methodisthealthsystem.org/methodist-dallas-medical-center/?L=true,32.76125335,-96.82504596
 TX,Texas, TXMH-TX1,Houston Methodist Hospital, TXMH-TX1 Houston Methodist Hospital,"6565 Fannin St, Houston, TX 77030",https://www.houstonmethodist.org/locations/texas-medical-center/?utm_source=gmb&utm_medium=organic&utm_campaign=all_front_door_gmb&utm_content=website-click,29.7108167,-95.39926398
 TX,Texas, TXPL-TX1,Medical City Fort Worth, TXPL-TX1 Medical City Fort Worth,"900 8th Ave, Fort Worth, TX 76104",https://medicalcityhealthcare.com/locations/medical-city-fort-worth/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,32.73570585,-97.34514635
 TX,Texas, TXPM-TX1,Parkland Health and Hospital System, TXPM-TX1 Parkland Health and Hospital System,"5201 Harry Hines Blvd, Dallas, TX 75235",http://www.parklandhospital.com/police,32.823451,-96.851607
 TX,Texas, TXRM-TX1,Christus Santa Rosa Hospital Medical Center, TXRM-TX1 Christus Santa Rosa Hospital Medical Center,"2827 Babcock Rd, San Antonio, TX 78229",https://www.christushealth.org/santa-rosa/medical-center?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTUzNzY1NTktNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,29.51237735,-98.58916043
 TX,Texas, TXSM-TX1,Sierra Medical Center, TXSM-TX1 Sierra Medical Center,"1625 Medical Center St Drive, El Paso, TX 79902",https://www.thehospitalsofprovidence.com/locations/detail/sierra-campus/?utm_campaign=gmb_listings_mgmt&utm_source=gmb-thop-sierra-campus&utm_medium=google-local,31.77853445,-106.480575
 TX,Texas, TXSP-TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital, TXSP-TX1 UT Southwestern Medical Center/William P. Clements Jr. University Hospital,"6201 Harry Hines Blvd, Dallas, TX 75390",https://utswmed.org/locations/clements/?utm_campaign=directory_listing,32.81949345,-96.84884666
 TX,Texas, TXSW-TX1,Scott and White Memorial Hospital, TXSW-TX1 Scott and White Memorial Hospital,"3500 Gaston Ave, Dallas, TX 75246",https://www.bswhealth.com/locations/dallas?y_source=1_MTM0MTE3MTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,32.7899432,-96.77792353
 TX,Texas, TXTC-TX1,Texas Children's Hospital, TXTC-TX1 Texas Children's Hospital,"6701 Fannin St #1400, Houston, TX 77030",https://www.texaschildrens.org/,29.7069019,-95.40233497
 TX,Texas, TXTX-TX1,Baylor University Medical Center, TXTX-TX1 Baylor University Medical Center,"1 Baylor Plaza, Houston, TX 77030",https://www.bcm.edu/,29.7104775,-95.39580027
 TX,Texas, TXTY-TX1,East Texas Medical Center, TXTY-TX1 East Texas Medical Center,"701 Olympic Plaza Circle, Tyler, TX 75701",https://uthealtheasttexas.com/,32.33670885,-95.29196977
 TX,Texas, TXUC-TX1,University Children’s Health, TXUC-TX1 University Children’s Health,"1602 Kings Hwy, Shreveport, LA 71103",,32.48170269,-93.76414086
 TX,Texas, TXVA-TX1,Michael E. DeBakey VA Medical Center, TXVA-TX1 Michael E. DeBakey VA Medical Center,"2002 Holcombe Blvd, Houston, TX 77030",http://www.houston.va.gov/,29.70187215,-95.38885497
 TX,Texas, TXWH-TX1,Wilford Hall Medical Center, TXWH-TX1 Wilford Hall Medical Center,"1100 Wilford Hall Loop, Lackland AFB, TX 78236",http://www.59mdw.af.mil/NewWHASC/,29.3995319,-98.62297842
 UT,Utah, UTLD-TX1,Intermountain Medical Center, UTLD-TX1 Intermountain Medical Center,"5121 S Cottonwood St, Murray, UT 84107",https://intermountainhealthcare.org/locations/intermountain-medical-center/?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,40.6626395,-111.892294
 UT,Utah, UTMC-TX1,University of Utah Medical Center, UTMC-TX1 University of Utah Medical Center,"50 Medical Dr N, Salt Lake City, UT 84132",https://healthcare.utah.edu/hospital/,40.77155405,-111.836565
