Center,Center_Code,Center_Name,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,569,108,0.0,18,24
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,1,1,0.0,0,0
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,0,1,0.0,0,0
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,423,75,0.0,16,19
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,143,29,0.0,2,5
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,0,1,0.0,0,0
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,2,1,0.0,0,0
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,627,36,5.0,7,37
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,1,0,0.0,0,0
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,1,0,0.0,0,0
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,0,0,0.0,0,1
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,1,0,0.0,0,0
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,10,0,0.0,0,0
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,0,0,0.0,0,0
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,3,0,0.0,0,0
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,2,0,0.0,0,0
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,542,23,3.0,7,30
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,40,5,1.0,0,1
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,1,2,0.0,0,0
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,0,0,0.0,0,1
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,26,5,0.0,0,4
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,0,1,1.0,0,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,376,0,3.0,18,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,1,0,0.0,0,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,374,0,3.0,18,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,1,0,0.0,0,0
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,773,30,4.0,14,22
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,1,0,0.0,0,0
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,1,0,0.0,0,0
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,1,0,0.0,0,0
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,750,28,4.0,14,22
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,1,0,0.0,0,0
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,7,2,0.0,0,0
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,1,0,0.0,0,0
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,11,0,0.0,0,0
NDMC-TX1 Sanford Bismarck Medical Center,NDMC-TX1,Sanford Bismarck Medical Center,70,0,0.0,0,0
NDMC-TX1 Sanford Bismarck Medical Center,NDMC-TX1,Sanford Bismarck Medical Center,6,0,0.0,0,0
NDMC-TX1 Sanford Bismarck Medical Center,NDMC-TX1,Sanford Bismarck Medical Center,63,0,0.0,0,0
NDMC-TX1 Sanford Bismarck Medical Center,NDMC-TX1,Sanford Bismarck Medical Center,1,0,0.0,0,0
NDSL-TX1 Sanford Medical Center Fargo,NDSL-TX1,Sanford Medical Center Fargo,79,0,0.0,0,0
NDSL-TX1 Sanford Medical Center Fargo,NDSL-TX1,Sanford Medical Center Fargo,1,0,0.0,0,0
NDSL-TX1 Sanford Medical Center Fargo,NDSL-TX1,Sanford Medical Center Fargo,34,0,0.0,0,0
NDSL-TX1 Sanford Medical Center Fargo,NDSL-TX1,Sanford Medical Center Fargo,43,0,0.0,0,0
NDSL-TX1 Sanford Medical Center Fargo,NDSL-TX1,Sanford Medical Center Fargo,1,0,0.0,0,0
NECH-TX1 Children's Hospital & Medical Center,NECH-TX1,Children's Hospital & Medical Center,0,0,0.0,0,4
NECH-TX1 Children's Hospital & Medical Center,NECH-TX1,Children's Hospital & Medical Center,0,0,0.0,0,2
NECH-TX1 Children's Hospital & Medical Center,NECH-TX1,Children's Hospital & Medical Center,0,0,0.0,0,2
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,182,92,11.0,1,33
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,0,0,0.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,1,1,0.0,1,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,7,0,0.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,5,1,1.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,1,0,0.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,0,1,1.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,0,1,0.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,16,20,0.0,0,7
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,1,2,1.0,0,2
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,1,1,1.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,0,1,1.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,1,0,0.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,2,8,1.0,0,1
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,135,45,1.0,0,23
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,1,0,0.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,5,0,0.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,0,0,0.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,1,0,0.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,2,6,0.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,1,5,4.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,1,0,0.0,0,0
NEUN-TX1 The Nebraska Medical Center,NEUN-TX1,The Nebraska Medical Center,1,0,0.0,0,0
NHDH-TX1 Mary Hitchcock Memorial Hospital,NHDH-TX1,Mary Hitchcock Memorial Hospital,108,0,0.0,0,0
NHDH-TX1 Mary Hitchcock Memorial Hospital,NHDH-TX1,Mary Hitchcock Memorial Hospital,1,0,0.0,0,0
NHDH-TX1 Mary Hitchcock Memorial Hospital,NHDH-TX1,Mary Hitchcock Memorial Hospital,67,0,0.0,0,0
NHDH-TX1 Mary Hitchcock Memorial Hospital,NHDH-TX1,Mary Hitchcock Memorial Hospital,3,0,0.0,0,0
NHDH-TX1 Mary Hitchcock Memorial Hospital,NHDH-TX1,Mary Hitchcock Memorial Hospital,37,0,0.0,0,0
NJBI-TX1 Newark Beth Israel Medical Center,NJBI-TX1,Newark Beth Israel Medical Center,0,0,0.0,0,26
NJBI-TX1 Newark Beth Israel Medical Center,NJBI-TX1,Newark Beth Israel Medical Center,0,0,0.0,0,26
NJHK-TX1 Hackensack University Medical Center,NJHK-TX1,Hackensack University Medical Center,219,0,5.0,5,0
NJHK-TX1 Hackensack University Medical Center,NJHK-TX1,Hackensack University Medical Center,164,0,5.0,5,0
NJHK-TX1 Hackensack University Medical Center,NJHK-TX1,Hackensack University Medical Center,54,0,0.0,0,0
NJHK-TX1 Hackensack University Medical Center,NJHK-TX1,Hackensack University Medical Center,1,0,0.0,0,0
NJLL-TX1 Virtua Our Lady of Lourdes Hospital,NJLL-TX1,Virtua Our Lady of Lourdes Hospital,307,70,2.0,11,0
NJLL-TX1 Virtua Our Lady of Lourdes Hospital,NJLL-TX1,Virtua Our Lady of Lourdes Hospital,1,0,0.0,0,0
NJLL-TX1 Virtua Our Lady of Lourdes Hospital,NJLL-TX1,Virtua Our Lady of Lourdes Hospital,291,70,2.0,10,0
NJLL-TX1 Virtua Our Lady of Lourdes Hospital,NJLL-TX1,Virtua Our Lady of Lourdes Hospital,1,0,0.0,0,0
NJLL-TX1 Virtua Our Lady of Lourdes Hospital,NJLL-TX1,Virtua Our Lady of Lourdes Hospital,14,0,0.0,1,0
NJRW-TX1 Robert Wood Johnson University Hospital,NJRW-TX1,Robert Wood Johnson University Hospital,270,0,1.0,6,12
NJRW-TX1 Robert Wood Johnson University Hospital,NJRW-TX1,Robert Wood Johnson University Hospital,255,0,0.0,5,12
NJRW-TX1 Robert Wood Johnson University Hospital,NJRW-TX1,Robert Wood Johnson University Hospital,10,0,1.0,0,0
NJRW-TX1 Robert Wood Johnson University Hospital,NJRW-TX1,Robert Wood Johnson University Hospital,5,0,0.0,1,0
NJSB-TX1 Saint Barnabas Medical Center,NJSB-TX1,Saint Barnabas Medical Center,"1,538",0,5.0,16,0
NJSB-TX1 Saint Barnabas Medical Center,NJSB-TX1,Saint Barnabas Medical Center,1,0,0.0,0,0
NJSB-TX1 Saint Barnabas Medical Center,NJSB-TX1,Saint Barnabas Medical Center,2,0,0.0,0,0
NJSB-TX1 Saint Barnabas Medical Center,NJSB-TX1,Saint Barnabas Medical Center,1,0,0.0,0,0
NJSB-TX1 Saint Barnabas Medical Center,NJSB-TX1,Saint Barnabas Medical Center,1,0,0.0,0,0
NJSB-TX1 Saint Barnabas Medical Center,NJSB-TX1,Saint Barnabas Medical Center,1,0,0.0,0,0
NJSB-TX1 Saint Barnabas Medical Center,NJSB-TX1,Saint Barnabas Medical Center,1,0,0.0,0,0
NJSB-TX1 Saint Barnabas Medical Center,NJSB-TX1,Saint Barnabas Medical Center,3,0,0.0,0,0
NJSB-TX1 Saint Barnabas Medical Center,NJSB-TX1,Saint Barnabas Medical Center,"1,445",0,5.0,15,0
NJSB-TX1 Saint Barnabas Medical Center,NJSB-TX1,Saint Barnabas Medical Center,1,0,0.0,0,0
NJSB-TX1 Saint Barnabas Medical Center,NJSB-TX1,Saint Barnabas Medical Center,62,0,0.0,1,0
NJSB-TX1 Saint Barnabas Medical Center,NJSB-TX1,Saint Barnabas Medical Center,20,0,0.0,0,0
NJUH-TX1 University Hospital,NJUH-TX1,University Hospital,0,104,0.0,0,0
NJUH-TX1 University Hospital,NJUH-TX1,University Hospital,0,102,0.0,0,0
NJUH-TX1 University Hospital,NJUH-TX1,University Hospital,0,1,0.0,0,0
NJUH-TX1 University Hospital,NJUH-TX1,University Hospital,0,1,0.0,0,0
"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",NMAQ-TX1,"University Hospital, University of New Mexico Health Sciences Center",192,0,0.0,0,0
"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",NMAQ-TX1,"University Hospital, University of New Mexico Health Sciences Center",4,0,0.0,0,0
"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",NMAQ-TX1,"University Hospital, University of New Mexico Health Sciences Center",1,0,0.0,0,0
"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",NMAQ-TX1,"University Hospital, University of New Mexico Health Sciences Center",1,0,0.0,0,0
"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",NMAQ-TX1,"University Hospital, University of New Mexico Health Sciences Center",185,0,0.0,0,0
"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",NMAQ-TX1,"University Hospital, University of New Mexico Health Sciences Center",1,0,0.0,0,0
NMPH-TX1 Presbyterian Hospital,NMPH-TX1,Presbyterian Hospital,324,0,2.0,3,0
NMPH-TX1 Presbyterian Hospital,NMPH-TX1,Presbyterian Hospital,2,0,0.0,0,0
NMPH-TX1 Presbyterian Hospital,NMPH-TX1,Presbyterian Hospital,2,0,0.0,0,0
NMPH-TX1 Presbyterian Hospital,NMPH-TX1,Presbyterian Hospital,1,0,0.0,0,0
NMPH-TX1 Presbyterian Hospital,NMPH-TX1,Presbyterian Hospital,1,0,0.0,0,0
NMPH-TX1 Presbyterian Hospital,NMPH-TX1,Presbyterian Hospital,317,0,2.0,3,0
NMPH-TX1 Presbyterian Hospital,NMPH-TX1,Presbyterian Hospital,1,0,0.0,0,0
NVUM-TX1 University Medical Center of Southern Nevada,NVUM-TX1,University Medical Center of Southern Nevada,190,0,0.0,0,0
NVUM-TX1 University Medical Center of Southern Nevada,NVUM-TX1,University Medical Center of Southern Nevada,1,0,0.0,0,0
NVUM-TX1 University Medical Center of Southern Nevada,NVUM-TX1,University Medical Center of Southern Nevada,5,0,0.0,0,0
NVUM-TX1 University Medical Center of Southern Nevada,NVUM-TX1,University Medical Center of Southern Nevada,184,0,0.0,0,0
NYAM-TX1 Albany Medical Center Hospital,NYAM-TX1,Albany Medical Center Hospital,172,0,4.0,4,0
NYAM-TX1 Albany Medical Center Hospital,NYAM-TX1,Albany Medical Center Hospital,1,0,0.0,0,0
NYAM-TX1 Albany Medical Center Hospital,NYAM-TX1,Albany Medical Center Hospital,4,0,0.0,0,0
NYAM-TX1 Albany Medical Center Hospital,NYAM-TX1,Albany Medical Center Hospital,165,0,4.0,4,0
NYAM-TX1 Albany Medical Center Hospital,NYAM-TX1,Albany Medical Center Hospital,1,0,0.0,0,0
NYAM-TX1 Albany Medical Center Hospital,NYAM-TX1,Albany Medical Center Hospital,1,0,0.0,0,0
NYCC-TX1 Long Island Jewish Medical Center-Cohen Children's Medical Center,NYCC-TX1,Long Island Jewish Medical Center-Cohen Children's Medical Center,20,0,0.0,0,0
NYCC-TX1 Long Island Jewish Medical Center-Cohen Children's Medical Center,NYCC-TX1,Long Island Jewish Medical Center-Cohen Children's Medical Center,20,0,0.0,0,0
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,606,145,37.0,13,120
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,1,0,0.0,0,0
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,20,3,3.0,2,3
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,0,0,0.0,0,1
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,3,0,0.0,0,0
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,1,1,0.0,0,0
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,0,1,0.0,0,0
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,1,0,0.0,0,0
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,71,35,4.0,0,23
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,500,101,28.0,11,92
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,7,0,1.0,0,1
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,2,2,1.0,0,0
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,0,2,0.0,0,0
"NYDS-TX1 State University of New York, Downstate Medical Center",NYDS-TX1,"State University of New York, Downstate Medical Center",170,0,0.0,0,0
"NYDS-TX1 State University of New York, Downstate Medical Center",NYDS-TX1,"State University of New York, Downstate Medical Center",1,0,0.0,0,0
"NYDS-TX1 State University of New York, Downstate Medical Center",NYDS-TX1,"State University of New York, Downstate Medical Center",169,0,0.0,0,0
NYEC-TX1 Erie County Medical Center,NYEC-TX1,Erie County Medical Center,185,0,2.0,8,0
NYEC-TX1 Erie County Medical Center,NYEC-TX1,Erie County Medical Center,1,0,0.0,0,0
NYEC-TX1 Erie County Medical Center,NYEC-TX1,Erie County Medical Center,182,0,1.0,8,0
NYEC-TX1 Erie County Medical Center,NYEC-TX1,Erie County Medical Center,1,0,1.0,0,0
NYEC-TX1 Erie County Medical Center,NYEC-TX1,Erie County Medical Center,1,0,0.0,0,0
"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",NYFL-TX1,"Strong Memorial Hospital, University of Rochester Medical Center",434,66,7.0,8,29
"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",NYFL-TX1,"Strong Memorial Hospital, University of Rochester Medical Center",1,0,0.0,0,0
"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",NYFL-TX1,"Strong Memorial Hospital, University of Rochester Medical Center",430,62,7.0,8,28
"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",NYFL-TX1,"Strong Memorial Hospital, University of Rochester Medical Center",2,1,0.0,0,1
"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",NYFL-TX1,"Strong Memorial Hospital, University of Rochester Medical Center",1,3,0.0,0,0
NYMA-TX1 Montefiore Medical Center,NYMA-TX1,Montefiore Medical Center,"1,127",48,38.0,43,39
NYMA-TX1 Montefiore Medical Center,NYMA-TX1,Montefiore Medical Center,1,0,1.0,0,0
NYMA-TX1 Montefiore Medical Center,NYMA-TX1,Montefiore Medical Center,4,0,0.0,0,0
NYMA-TX1 Montefiore Medical Center,NYMA-TX1,Montefiore Medical Center,3,0,0.0,0,0
NYMA-TX1 Montefiore Medical Center,NYMA-TX1,Montefiore Medical Center,1,0,0.0,0,0
NYMA-TX1 Montefiore Medical Center,NYMA-TX1,Montefiore Medical Center,1,0,0.0,0,0
NYMA-TX1 Montefiore Medical Center,NYMA-TX1,Montefiore Medical Center,9,6,0.0,0,1
NYMA-TX1 Montefiore Medical Center,NYMA-TX1,Montefiore Medical Center,0,0,0.0,0,1
NYMA-TX1 Montefiore Medical Center,NYMA-TX1,Montefiore Medical Center,"1,103",41,37.0,43,36
NYMA-TX1 Montefiore Medical Center,NYMA-TX1,Montefiore Medical Center,4,1,0.0,0,0
NYMA-TX1 Montefiore Medical Center,NYMA-TX1,Montefiore Medical Center,1,0,0.0,0,0
NYMA-TX1 Montefiore Medical Center,NYMA-TX1,Montefiore Medical Center,0,0,0.0,0,1
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,"1,821",272,46.0,27,87
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,1,0,0.0,0,0
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,5,4,0.0,0,0
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,2,0,0.0,0,0
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,1,0,0.0,0,1
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,1,0,0.0,0,0
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,2,1,0.0,0,0
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,64,33,7.0,2,8
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,0,0,0.0,0,1
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,"1,740",232,39.0,25,77
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,1,0,0.0,0,0
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,1,2,0.0,0,0
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,1,0,0.0,0,0
NYMS-TX1 Mount Sinai Medical Center,NYMS-TX1,Mount Sinai Medical Center,2,0,0.0,0,0
NYNS-TX1 North Shore University Hospital/Northwell Health,NYNS-TX1,North Shore University Hospital/Northwell Health,431,23,0.0,0,22
NYNS-TX1 North Shore University Hospital/Northwell Health,NYNS-TX1,North Shore University Hospital/Northwell Health,0,1,0.0,0,0
NYNS-TX1 North Shore University Hospital/Northwell Health,NYNS-TX1,North Shore University Hospital/Northwell Health,429,22,0.0,0,22
NYNS-TX1 North Shore University Hospital/Northwell Health,NYNS-TX1,North Shore University Hospital/Northwell Health,2,0,0.0,0,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,NYNY-TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,"1,059",62,9.0,17,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,NYNY-TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,16,2,0.0,0,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,NYNY-TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,2,2,0.0,0,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,NYNY-TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,1,0,0.0,0,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,NYNY-TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,1,0,0.0,0,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,NYNY-TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,1,0,0.0,0,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,NYNY-TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,48,12,0.0,1,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,NYNY-TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,982,45,9.0,16,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,NYNY-TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,4,0,0.0,0,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,NYNY-TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,1,1,0.0,0,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,NYNY-TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,2,0,0.0,0,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,NYNY-TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,1,0,0.0,0,0
NYSB-TX1 University Hospital of State University of New York at Stony Brook,NYSB-TX1,University Hospital of State University of New York at Stony Brook,208,0,0.0,0,0
NYSB-TX1 University Hospital of State University of New York at Stony Brook,NYSB-TX1,University Hospital of State University of New York at Stony Brook,1,0,0.0,0,0
NYSB-TX1 University Hospital of State University of New York at Stony Brook,NYSB-TX1,University Hospital of State University of New York at Stony Brook,1,0,0.0,0,0
NYSB-TX1 University Hospital of State University of New York at Stony Brook,NYSB-TX1,University Hospital of State University of New York at Stony Brook,205,0,0.0,0,0
NYSB-TX1 University Hospital of State University of New York at Stony Brook,NYSB-TX1,University Hospital of State University of New York at Stony Brook,1,0,0.0,0,0
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,579,112,4.0,14,20
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,1,0,0.0,0,1
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,2,1,1.0,0,0
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,0,1,0.0,0,0
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,1,0,0.0,0,0
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,3,0,0.0,0,0
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,1,0,0.0,0,0
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,1,0,0.0,0,0
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,3,0,0.0,0,0
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,2,0,0.0,0,0
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,1,0,0.0,0,0
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,33,10,1.0,1,8
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,523,100,2.0,13,11
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,3,0,0.0,0,0
NYUC-TX1 New York University Medical Center,NYUC-TX1,New York University Medical Center,5,0,0.0,0,0
NYUM-TX1 State University of New York Upstate Medical University,NYUM-TX1,State University of New York Upstate Medical University,308,0,21.0,11,0
NYUM-TX1 State University of New York Upstate Medical University,NYUM-TX1,State University of New York Upstate Medical University,1,0,0.0,0,0
NYUM-TX1 State University of New York Upstate Medical University,NYUM-TX1,State University of New York Upstate Medical University,303,0,21.0,11,0
NYUM-TX1 State University of New York Upstate Medical University,NYUM-TX1,State University of New York Upstate Medical University,1,0,0.0,0,0
NYUM-TX1 State University of New York Upstate Medical University,NYUM-TX1,State University of New York Upstate Medical University,2,0,0.0,0,0
NYUM-TX1 State University of New York Upstate Medical University,NYUM-TX1,State University of New York Upstate Medical University,1,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,100,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,1,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,3,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,5,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,3,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,1,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,1,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,8,0,0.0,0,0
