,Center Name,Center States,Wait Time,Kidney,Liver,Pancreas,Heart
2722,NDSL-TX1 Sanford Medical Center Fargo,North Dakota,90 Days to < 6 Months,14,0,0.0,0
2723,NDSL-TX1 Sanford Medical Center Fargo,North Dakota,6 Months to < 1 Year,17,0,0.0,0
2724,NDSL-TX1 Sanford Medical Center Fargo,North Dakota,1 Year to < 2 Years,10,0,0.0,0
2725,NDSL-TX1 Sanford Medical Center Fargo,North Dakota,2 Years to < 3 Years,8,0,0.0,0
2726,NDSL-TX1 Sanford Medical Center Fargo,North Dakota,3 Years to < 5 Years,13,0,0.0,0
2727,NDSL-TX1 Sanford Medical Center Fargo,North Dakota,5 or More Years,5,0,0.0,0
2734,NECH-TX1 Children's Hospital & Medical Center,Nebraska,All Time,0,0,0.0,4
2735,NECH-TX1 Children's Hospital & Medical Center,Nebraska,30 to < 90 Days,0,0,0.0,1
2736,NECH-TX1 Children's Hospital & Medical Center,Nebraska,6 Months to < 1 Year,0,0,0.0,1
2737,NECH-TX1 Children's Hospital & Medical Center,Nebraska,1 Year to < 2 Years,0,0,0.0,1
2738,NECH-TX1 Children's Hospital & Medical Center,Nebraska,2 Years to < 3 Years,0,0,0.0,1
2748,NEUN-TX1 The Nebraska Medical Center,Nebraska,All Time,182,92,11.0,33
2749,NEUN-TX1 The Nebraska Medical Center,Nebraska,< 30 Days,13,9,0.0,2
2750,NEUN-TX1 The Nebraska Medical Center,Nebraska,30 to < 90 Days,17,6,0.0,1
2751,NEUN-TX1 The Nebraska Medical Center,Nebraska,90 Days to < 6 Months,18,11,1.0,1
2752,NEUN-TX1 The Nebraska Medical Center,Nebraska,6 Months to < 1 Year,27,11,4.0,7
2753,NEUN-TX1 The Nebraska Medical Center,Nebraska,1 Year to < 2 Years,54,14,2.0,8
2754,NEUN-TX1 The Nebraska Medical Center,Nebraska,2 Years to < 3 Years,32,8,1.0,10
2755,NEUN-TX1 The Nebraska Medical Center,Nebraska,3 Years to < 5 Years,17,14,2.0,3
2756,NEUN-TX1 The Nebraska Medical Center,Nebraska,5 or More Years,4,19,1.0,1
2766,NHDH-TX1 Mary Hitchcock Memorial Hospital,New Hampshire,All Time,108,0,0.0,0
2767,NHDH-TX1 Mary Hitchcock Memorial Hospital,New Hampshire,< 30 Days,5,0,0.0,0
2768,NHDH-TX1 Mary Hitchcock Memorial Hospital,New Hampshire,30 to < 90 Days,11,0,0.0,0
2769,NHDH-TX1 Mary Hitchcock Memorial Hospital,New Hampshire,90 Days to < 6 Months,17,0,0.0,0
2770,NHDH-TX1 Mary Hitchcock Memorial Hospital,New Hampshire,6 Months to < 1 Year,14,0,0.0,0
2771,NHDH-TX1 Mary Hitchcock Memorial Hospital,New Hampshire,1 Year to < 2 Years,19,0,0.0,0
2773,NHDH-TX1 Mary Hitchcock Memorial Hospital,New Hampshire,2 Years to < 3 Years,18,0,0.0,0
2774,NHDH-TX1 Mary Hitchcock Memorial Hospital,New Hampshire,3 Years to < 5 Years,21,0,0.0,0
2775,NHDH-TX1 Mary Hitchcock Memorial Hospital,New Hampshire,5 or More Years,3,0,0.0,0
2784,NJBI-TX1 Newark Beth Israel Medical Center,New Jersey,All Time,0,0,0.0,26
2785,NJBI-TX1 Newark Beth Israel Medical Center,New Jersey,< 30 Days,0,0,0.0,2
2786,NJBI-TX1 Newark Beth Israel Medical Center,New Jersey,30 to < 90 Days,0,0,0.0,1
2787,NJBI-TX1 Newark Beth Israel Medical Center,New Jersey,90 Days to < 6 Months,0,0,0.0,3
2788,NJBI-TX1 Newark Beth Israel Medical Center,New Jersey,6 Months to < 1 Year,0,0,0.0,4
2789,NJBI-TX1 Newark Beth Israel Medical Center,New Jersey,1 Year to < 2 Years,0,0,0.0,5
2790,NJBI-TX1 Newark Beth Israel Medical Center,New Jersey,2 Years to < 3 Years,0,0,0.0,9
2791,NJBI-TX1 Newark Beth Israel Medical Center,New Jersey,3 Years to < 5 Years,0,0,0.0,2
2801,NJHK-TX1 Hackensack University Medical Center,New Jersey,All Time,219,0,5.0,0
2802,NJHK-TX1 Hackensack University Medical Center,New Jersey,< 30 Days,23,0,0.0,0
2803,NJHK-TX1 Hackensack University Medical Center,New Jersey,30 to < 90 Days,16,0,0.0,0
2804,NJHK-TX1 Hackensack University Medical Center,New Jersey,90 Days to < 6 Months,21,0,2.0,0
2805,NJHK-TX1 Hackensack University Medical Center,New Jersey,6 Months to < 1 Year,32,0,0.0,0
2806,NJHK-TX1 Hackensack University Medical Center,New Jersey,1 Year to < 2 Years,72,0,1.0,0
2807,NJHK-TX1 Hackensack University Medical Center,New Jersey,2 Years to < 3 Years,26,0,2.0,0
2808,NJHK-TX1 Hackensack University Medical Center,New Jersey,3 Years to < 5 Years,16,0,0.0,0
2809,NJHK-TX1 Hackensack University Medical Center,New Jersey,5 or More Years,13,0,0.0,0
2820,NJLL-TX1 Virtua Our Lady of Lourdes Hospital,New Jersey,All Time,307,70,2.0,0
2821,NJLL-TX1 Virtua Our Lady of Lourdes Hospital,New Jersey,< 30 Days,10,3,0.0,0
2822,NJLL-TX1 Virtua Our Lady of Lourdes Hospital,New Jersey,30 to < 90 Days,16,5,0.0,0
2823,NJLL-TX1 Virtua Our Lady of Lourdes Hospital,New Jersey,90 Days to < 6 Months,27,4,0.0,0
2824,NJLL-TX1 Virtua Our Lady of Lourdes Hospital,New Jersey,6 Months to < 1 Year,37,8,0.0,0
2825,NJLL-TX1 Virtua Our Lady of Lourdes Hospital,New Jersey,1 Year to < 2 Years,62,26,1.0,0
2826,NJLL-TX1 Virtua Our Lady of Lourdes Hospital,New Jersey,2 Years to < 3 Years,60,13,0.0,0
2827,NJLL-TX1 Virtua Our Lady of Lourdes Hospital,New Jersey,3 Years to < 5 Years,59,9,1.0,0
2828,NJLL-TX1 Virtua Our Lady of Lourdes Hospital,New Jersey,5 or More Years,36,2,0.0,0
2838,NJRW-TX1 Robert Wood Johnson University Hospital,New Jersey,All Time,270,0,1.0,12
2839,NJRW-TX1 Robert Wood Johnson University Hospital,New Jersey,< 30 Days,15,0,0.0,0
2840,NJRW-TX1 Robert Wood Johnson University Hospital,New Jersey,30 to < 90 Days,20,0,1.0,2
2841,NJRW-TX1 Robert Wood Johnson University Hospital,New Jersey,90 Days to < 6 Months,26,0,0.0,3
2842,NJRW-TX1 Robert Wood Johnson University Hospital,New Jersey,6 Months to < 1 Year,32,0,0.0,1
2843,NJRW-TX1 Robert Wood Johnson University Hospital,New Jersey,1 Year to < 2 Years,99,0,0.0,4
2844,NJRW-TX1 Robert Wood Johnson University Hospital,New Jersey,2 Years to < 3 Years,13,0,0.0,2
2845,NJRW-TX1 Robert Wood Johnson University Hospital,New Jersey,3 Years to < 5 Years,41,0,0.0,0
2846,NJRW-TX1 Robert Wood Johnson University Hospital,New Jersey,5 or More Years,24,0,0.0,0
2857,NJSB-TX1 Saint Barnabas Medical Center,New Jersey,All Time,1538,0,5.0,0
2858,NJSB-TX1 Saint Barnabas Medical Center,New Jersey,< 30 Days,39,0,1.0,0
2859,NJSB-TX1 Saint Barnabas Medical Center,New Jersey,30 to < 90 Days,75,0,0.0,0
2860,NJSB-TX1 Saint Barnabas Medical Center,New Jersey,90 Days to < 6 Months,99,0,0.0,0
2861,NJSB-TX1 Saint Barnabas Medical Center,New Jersey,6 Months to < 1 Year,217,0,1.0,0
2862,NJSB-TX1 Saint Barnabas Medical Center,New Jersey,1 Year to < 2 Years,423,0,3.0,0
2863,NJSB-TX1 Saint Barnabas Medical Center,New Jersey,2 Years to < 3 Years,208,0,0.0,0
2864,NJSB-TX1 Saint Barnabas Medical Center,New Jersey,3 Years to < 5 Years,265,0,0.0,0
2865,NJSB-TX1 Saint Barnabas Medical Center,New Jersey,5 or More Years,212,0,0.0,0
2875,NJUH-TX1 University Hospital,New Jersey,All Time,0,104,0.0,0
2876,NJUH-TX1 University Hospital,New Jersey,< 30 Days,0,9,0.0,0
2877,NJUH-TX1 University Hospital,New Jersey,30 to < 90 Days,0,9,0.0,0
2878,NJUH-TX1 University Hospital,New Jersey,90 Days to < 6 Months,0,16,0.0,0
2879,NJUH-TX1 University Hospital,New Jersey,6 Months to < 1 Year,0,17,0.0,0
2880,NJUH-TX1 University Hospital,New Jersey,1 Year to < 2 Years,0,29,0.0,0
2881,NJUH-TX1 University Hospital,New Jersey,2 Years to < 3 Years,0,14,0.0,0
2882,NJUH-TX1 University Hospital,New Jersey,3 Years to < 5 Years,0,6,0.0,0
2883,NJUH-TX1 University Hospital,New Jersey,5 or More Years,0,4,0.0,0
2893,"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",New Mexico,All Time,192,0,0.0,0
2894,"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",New Mexico,< 30 Days,1,0,0.0,0
2895,"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",New Mexico,30 to < 90 Days,6,0,0.0,0
2896,"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",New Mexico,90 Days to < 6 Months,8,0,0.0,0
2897,"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",New Mexico,6 Months to < 1 Year,25,0,0.0,0
2899,"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",New Mexico,1 Year to < 2 Years,45,0,0.0,0
2900,"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",New Mexico,2 Years to < 3 Years,31,0,0.0,0
2901,"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",New Mexico,3 Years to < 5 Years,35,0,0.0,0
2902,"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",New Mexico,5 or More Years,41,0,0.0,0
2912,NMPH-TX1 Presbyterian Hospital,New Mexico,All Time,324,0,2.0,0
2913,NMPH-TX1 Presbyterian Hospital,New Mexico,< 30 Days,7,0,0.0,0
2914,NMPH-TX1 Presbyterian Hospital,New Mexico,30 to < 90 Days,10,0,0.0,0
2915,NMPH-TX1 Presbyterian Hospital,New Mexico,90 Days to < 6 Months,20,0,0.0,0
2916,NMPH-TX1 Presbyterian Hospital,New Mexico,6 Months to < 1 Year,25,0,1.0,0
2917,NMPH-TX1 Presbyterian Hospital,New Mexico,1 Year to < 2 Years,75,0,0.0,0
2918,NMPH-TX1 Presbyterian Hospital,New Mexico,2 Years to < 3 Years,85,0,1.0,0
2919,NMPH-TX1 Presbyterian Hospital,New Mexico,3 Years to < 5 Years,61,0,0.0,0
2920,NMPH-TX1 Presbyterian Hospital,New Mexico,5 or More Years,41,0,0.0,0
2930,NVUM-TX1 University Medical Center of Southern Nevada,Nevada,All Time,190,0,0.0,0
2931,NVUM-TX1 University Medical Center of Southern Nevada,Nevada,< 30 Days,7,0,0.0,0
2932,NVUM-TX1 University Medical Center of Southern Nevada,Nevada,30 to < 90 Days,26,0,0.0,0
2933,NVUM-TX1 University Medical Center of Southern Nevada,Nevada,90 Days to < 6 Months,13,0,0.0,0
2934,NVUM-TX1 University Medical Center of Southern Nevada,Nevada,6 Months to < 1 Year,29,0,0.0,0
2935,NVUM-TX1 University Medical Center of Southern Nevada,Nevada,1 Year to < 2 Years,42,0,0.0,0
2936,NVUM-TX1 University Medical Center of Southern Nevada,Nevada,2 Years to < 3 Years,32,0,0.0,0
2937,NVUM-TX1 University Medical Center of Southern Nevada,Nevada,3 Years to < 5 Years,27,0,0.0,0
2938,NVUM-TX1 University Medical Center of Southern Nevada,Nevada,5 or More Years,14,0,0.0,0
2949,NYAM-TX1 Albany Medical Center Hospital,New York,All Time,172,0,4.0,0
2950,NYAM-TX1 Albany Medical Center Hospital,New York,< 30 Days,8,0,0.0,0
2951,NYAM-TX1 Albany Medical Center Hospital,New York,30 to < 90 Days,9,0,1.0,0
2952,NYAM-TX1 Albany Medical Center Hospital,New York,90 Days to < 6 Months,15,0,0.0,0
2953,NYAM-TX1 Albany Medical Center Hospital,New York,6 Months to < 1 Year,19,0,0.0,0
2954,NYAM-TX1 Albany Medical Center Hospital,New York,1 Year to < 2 Years,46,0,0.0,0
2955,NYAM-TX1 Albany Medical Center Hospital,New York,2 Years to < 3 Years,32,0,0.0,0
2956,NYAM-TX1 Albany Medical Center Hospital,New York,3 Years to < 5 Years,16,0,0.0,0
2957,NYAM-TX1 Albany Medical Center Hospital,New York,5 or More Years,27,0,3.0,0
2965,NYCC-TX1 Long Island Jewish Medical Center-Cohen Children's Medical Center,New York,All Time,20,0,0.0,0
2966,NYCC-TX1 Long Island Jewish Medical Center-Cohen Children's Medical Center,New York,30 to < 90 Days,2,0,0.0,0
2967,NYCC-TX1 Long Island Jewish Medical Center-Cohen Children's Medical Center,New York,90 Days to < 6 Months,3,0,0.0,0
2968,NYCC-TX1 Long Island Jewish Medical Center-Cohen Children's Medical Center,New York,6 Months to < 1 Year,4,0,0.0,0
2969,NYCC-TX1 Long Island Jewish Medical Center-Cohen Children's Medical Center,New York,1 Year to < 2 Years,1,0,0.0,0
2970,NYCC-TX1 Long Island Jewish Medical Center-Cohen Children's Medical Center,New York,2 Years to < 3 Years,6,0,0.0,0
2971,NYCC-TX1 Long Island Jewish Medical Center-Cohen Children's Medical Center,New York,3 Years to < 5 Years,4,0,0.0,0
2981,NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,All Time,606,145,37.0,120
2983,NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,< 30 Days,17,11,1.0,13
2984,NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,30 to < 90 Days,23,7,1.0,14
2985,NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,90 Days to < 6 Months,41,13,1.0,13
2986,NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,6 Months to < 1 Year,62,12,1.0,14
2987,NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,1 Year to < 2 Years,123,17,7.0,16
2988,NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,2 Years to < 3 Years,75,20,5.0,21
2989,NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,3 Years to < 5 Years,98,19,5.0,18
2990,NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,5 or More Years,167,46,16.0,11
2999,"NYDS-TX1 State University of New York, Downstate Medical Center",New York,All Time,170,0,0.0,0
3000,"NYDS-TX1 State University of New York, Downstate Medical Center",New York,< 30 Days,1,0,0.0,0
3001,"NYDS-TX1 State University of New York, Downstate Medical Center",New York,30 to < 90 Days,3,0,0.0,0
3002,"NYDS-TX1 State University of New York, Downstate Medical Center",New York,90 Days to < 6 Months,3,0,0.0,0
3003,"NYDS-TX1 State University of New York, Downstate Medical Center",New York,1 Year to < 2 Years,10,0,0.0,0
3004,"NYDS-TX1 State University of New York, Downstate Medical Center",New York,2 Years to < 3 Years,54,0,0.0,0
3005,"NYDS-TX1 State University of New York, Downstate Medical Center",New York,3 Years to < 5 Years,50,0,0.0,0
3006,"NYDS-TX1 State University of New York, Downstate Medical Center",New York,5 or More Years,49,0,0.0,0
3016,NYEC-TX1 Erie County Medical Center,New York,All Time,185,0,2.0,0
3017,NYEC-TX1 Erie County Medical Center,New York,< 30 Days,14,0,0.0,0
3018,NYEC-TX1 Erie County Medical Center,New York,30 to < 90 Days,15,0,0.0,0
3019,NYEC-TX1 Erie County Medical Center,New York,90 Days to < 6 Months,29,0,1.0,0
3020,NYEC-TX1 Erie County Medical Center,New York,6 Months to < 1 Year,26,0,0.0,0
3021,NYEC-TX1 Erie County Medical Center,New York,1 Year to < 2 Years,33,0,0.0,0
3022,NYEC-TX1 Erie County Medical Center,New York,2 Years to < 3 Years,16,0,0.0,0
3023,NYEC-TX1 Erie County Medical Center,New York,3 Years to < 5 Years,34,0,1.0,0
3025,NYEC-TX1 Erie County Medical Center,New York,5 or More Years,18,0,0.0,0
3035,"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",New York,All Time,434,66,7.0,29
3036,"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",New York,< 30 Days,11,4,0.0,0
3037,"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",New York,30 to < 90 Days,22,5,0.0,2
3038,"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",New York,90 Days to < 6 Months,31,16,1.0,2
3039,"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",New York,6 Months to < 1 Year,56,17,2.0,3
3040,"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",New York,1 Year to < 2 Years,120,13,0.0,9
3041,"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",New York,2 Years to < 3 Years,79,8,2.0,11
3042,"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",New York,3 Years to < 5 Years,70,3,2.0,2
3043,"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",New York,5 or More Years,45,0,0.0,0
3053,NYMA-TX1 Montefiore Medical Center,New York,All Time,1127,48,38.0,39
3054,NYMA-TX1 Montefiore Medical Center,New York,< 30 Days,20,5,2.0,2
3055,NYMA-TX1 Montefiore Medical Center,New York,30 to < 90 Days,31,7,2.0,1
3056,NYMA-TX1 Montefiore Medical Center,New York,90 Days to < 6 Months,85,9,4.0,3
3057,NYMA-TX1 Montefiore Medical Center,New York,6 Months to < 1 Year,149,11,16.0,2
3058,NYMA-TX1 Montefiore Medical Center,New York,1 Year to < 2 Years,332,6,10.0,11
3059,NYMA-TX1 Montefiore Medical Center,New York,2 Years to < 3 Years,216,5,1.0,7
3060,NYMA-TX1 Montefiore Medical Center,New York,3 Years to < 5 Years,165,5,1.0,8
3061,NYMA-TX1 Montefiore Medical Center,New York,5 or More Years,129,0,2.0,5
3072,NYMS-TX1 Mount Sinai Medical Center,New York,All Time,1821,272,46.0,87
3073,NYMS-TX1 Mount Sinai Medical Center,New York,< 30 Days,21,12,4.0,4
3074,NYMS-TX1 Mount Sinai Medical Center,New York,30 to < 90 Days,50,18,2.0,8
3075,NYMS-TX1 Mount Sinai Medical Center,New York,90 Days to < 6 Months,85,25,4.0,7
3076,NYMS-TX1 Mount Sinai Medical Center,New York,6 Months to < 1 Year,177,40,5.0,12
3077,NYMS-TX1 Mount Sinai Medical Center,New York,1 Year to < 2 Years,331,84,5.0,15
3078,NYMS-TX1 Mount Sinai Medical Center,New York,2 Years to < 3 Years,293,26,10.0,9
3079,NYMS-TX1 Mount Sinai Medical Center,New York,3 Years to < 5 Years,419,38,12.0,15
3080,NYMS-TX1 Mount Sinai Medical Center,New York,5 or More Years,445,29,4.0,17
3090,NYNS-TX1 North Shore University Hospital/Northwell Health,New York,All Time,431,23,0.0,22
3091,NYNS-TX1 North Shore University Hospital/Northwell Health,New York,< 30 Days,29,1,0.0,1
3092,NYNS-TX1 North Shore University Hospital/Northwell Health,New York,30 to < 90 Days,29,2,0.0,1
3093,NYNS-TX1 North Shore University Hospital/Northwell Health,New York,90 Days to < 6 Months,44,7,0.0,6
3094,NYNS-TX1 North Shore University Hospital/Northwell Health,New York,6 Months to < 1 Year,50,5,0.0,3
3095,NYNS-TX1 North Shore University Hospital/Northwell Health,New York,1 Year to < 2 Years,129,8,0.0,8
3096,NYNS-TX1 North Shore University Hospital/Northwell Health,New York,2 Years to < 3 Years,65,0,0.0,3
3097,NYNS-TX1 North Shore University Hospital/Northwell Health,New York,3 Years to < 5 Years,61,0,0.0,0
3098,NYNS-TX1 North Shore University Hospital/Northwell Health,New York,5 or More Years,24,0,0.0,0
3109,NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,New York,All Time,1059,62,9.0,0
3110,NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,New York,< 30 Days,27,3,0.0,0
3111,NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,New York,30 to < 90 Days,18,7,0.0,0
3112,NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,New York,90 Days to < 6 Months,44,10,1.0,0
3113,NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,New York,6 Months to < 1 Year,62,5,0.0,0
3114,NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,New York,1 Year to < 2 Years,235,15,1.0,0
3115,NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,New York,2 Years to < 3 Years,160,10,2.0,0
3116,NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,New York,3 Years to < 5 Years,201,11,2.0,0
3117,NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,New York,5 or More Years,312,1,3.0,0
3127,NYSB-TX1 University Hospital of State University of New York at Stony Brook,New York,All Time,208,0,0.0,0
3128,NYSB-TX1 University Hospital of State University of New York at Stony Brook,New York,< 30 Days,20,0,0.0,0
3129,NYSB-TX1 University Hospital of State University of New York at Stony Brook,New York,30 to < 90 Days,14,0,0.0,0
3130,NYSB-TX1 University Hospital of State University of New York at Stony Brook,New York,90 Days to < 6 Months,23,0,0.0,0
3131,NYSB-TX1 University Hospital of State University of New York at Stony Brook,New York,6 Months to < 1 Year,22,0,0.0,0
3132,NYSB-TX1 University Hospital of State University of New York at Stony Brook,New York,1 Year to < 2 Years,46,0,0.0,0
3133,NYSB-TX1 University Hospital of State University of New York at Stony Brook,New York,2 Years to < 3 Years,23,0,0.0,0
3134,NYSB-TX1 University Hospital of State University of New York at Stony Brook,New York,3 Years to < 5 Years,43,0,0.0,0
3135,NYSB-TX1 University Hospital of State University of New York at Stony Brook,New York,5 or More Years,17,0,0.0,0
3145,NYUC-TX1 New York University Medical Center,New York,All Time,579,112,4.0,20
3146,NYUC-TX1 New York University Medical Center,New York,< 30 Days,32,4,2.0,3
3147,NYUC-TX1 New York University Medical Center,New York,30 to < 90 Days,50,4,0.0,4
3148,NYUC-TX1 New York University Medical Center,New York,90 Days to < 6 Months,75,11,1.0,5
3149,NYUC-TX1 New York University Medical Center,New York,6 Months to < 1 Year,72,11,1.0,1
3151,NYUC-TX1 New York University Medical Center,New York,1 Year to < 2 Years,164,28,0.0,6
3152,NYUC-TX1 New York University Medical Center,New York,2 Years to < 3 Years,105,18,0.0,1
3153,NYUC-TX1 New York University Medical Center,New York,3 Years to < 5 Years,53,12,0.0,0
3154,NYUC-TX1 New York University Medical Center,New York,5 or More Years,28,24,0.0,0
3164,NYUM-TX1 State University of New York Upstate Medical University,New York,All Time,308,0,21.0,0
3165,NYUM-TX1 State University of New York Upstate Medical University,New York,< 30 Days,8,0,3.0,0
3166,NYUM-TX1 State University of New York Upstate Medical University,New York,30 to < 90 Days,11,0,1.0,0
3167,NYUM-TX1 State University of New York Upstate Medical University,New York,90 Days to < 6 Months,29,0,0.0,0
3168,NYUM-TX1 State University of New York Upstate Medical University,New York,6 Months to < 1 Year,30,0,2.0,0
3169,NYUM-TX1 State University of New York Upstate Medical University,New York,1 Year to < 2 Years,89,0,7.0,0
3170,NYUM-TX1 State University of New York Upstate Medical University,New York,2 Years to < 3 Years,79,0,2.0,0
3171,NYUM-TX1 State University of New York Upstate Medical University,New York,3 Years to < 5 Years,54,0,6.0,0
3172,NYUM-TX1 State University of New York Upstate Medical University,New York,5 or More Years,8,0,0.0,0
3180,NYVA-TX1 James J. Peters VA Medical Center,New York,All Time,100,0,0.0,0
3181,NYVA-TX1 James J. Peters VA Medical Center,New York,30 to < 90 Days,3,0,0.0,0
3182,NYVA-TX1 James J. Peters VA Medical Center,New York,90 Days to < 6 Months,4,0,0.0,0
3183,NYVA-TX1 James J. Peters VA Medical Center,New York,6 Months to < 1 Year,6,0,0.0,0
3184,NYVA-TX1 James J. Peters VA Medical Center,New York,1 Year to < 2 Years,39,0,0.0,0
3185,NYVA-TX1 James J. Peters VA Medical Center,New York,2 Years to < 3 Years,21,0,0.0,0
3186,NYVA-TX1 James J. Peters VA Medical Center,New York,3 Years to < 5 Years,27,0,0.0,0
3197,NYWC-TX1 Westchester Medical Center,New York,All Time,395,97,0.0,14
3198,NYWC-TX1 Westchester Medical Center,New York,< 30 Days,8,5,0.0,2
3199,NYWC-TX1 Westchester Medical Center,New York,30 to < 90 Days,10,6,0.0,0
3200,NYWC-TX1 Westchester Medical Center,New York,90 Days to < 6 Months,21,9,0.0,0
3201,NYWC-TX1 Westchester Medical Center,New York,6 Months to < 1 Year,28,11,0.0,2
3202,NYWC-TX1 Westchester Medical Center,New York,1 Year to < 2 Years,79,24,0.0,5
3203,NYWC-TX1 Westchester Medical Center,New York,2 Years to < 3 Years,78,15,0.0,2
3204,NYWC-TX1 Westchester Medical Center,New York,3 Years to < 5 Years,96,17,0.0,2
3205,NYWC-TX1 Westchester Medical Center,New York,5 or More Years,75,10,0.0,1
3208,OHAC-TX1 Akron City Hospital,Ohio,All Time,39,0,0.0,0
3209,OHAC-TX1 Akron City Hospital,Ohio,5 or More Years,39,0,0.0,0
3219,OHCC-TX1 The Cleveland Clinic Foundation,Ohio,All Time,573,198,15.0,140
3220,OHCC-TX1 The Cleveland Clinic Foundation,Ohio,< 30 Days,32,22,0.0,9
3221,OHCC-TX1 The Cleveland Clinic Foundation,Ohio,30 to < 90 Days,38,16,1.0,10
3222,OHCC-TX1 The Cleveland Clinic Foundation,Ohio,90 Days to < 6 Months,77,25,3.0,25
3223,OHCC-TX1 The Cleveland Clinic Foundation,Ohio,6 Months to < 1 Year,112,30,1.0,21
3224,OHCC-TX1 The Cleveland Clinic Foundation,Ohio,1 Year to < 2 Years,115,37,2.0,28
3225,OHCC-TX1 The Cleveland Clinic Foundation,Ohio,2 Years to < 3 Years,68,22,3.0,20
3226,OHCC-TX1 The Cleveland Clinic Foundation,Ohio,3 Years to < 5 Years,69,23,5.0,18
3227,OHCC-TX1 The Cleveland Clinic Foundation,Ohio,5 or More Years,62,23,0.0,9
3238,OHCH-TX1 Nationwide Children's Hospital,Ohio,All Time,8,1,0.0,16
3239,OHCH-TX1 Nationwide Children's Hospital,Ohio,< 30 Days,1,0,0.0,1
3240,OHCH-TX1 Nationwide Children's Hospital,Ohio,30 to < 90 Days,3,0,0.0,2
3241,OHCH-TX1 Nationwide Children's Hospital,Ohio,90 Days to < 6 Months,0,0,0.0,3
3242,OHCH-TX1 Nationwide Children's Hospital,Ohio,6 Months to < 1 Year,2,0,0.0,5
3243,OHCH-TX1 Nationwide Children's Hospital,Ohio,1 Year to < 2 Years,0,1,0.0,2
3244,OHCH-TX1 Nationwide Children's Hospital,Ohio,2 Years to < 3 Years,1,0,0.0,1
3245,OHCH-TX1 Nationwide Children's Hospital,Ohio,3 Years to < 5 Years,1,0,0.0,2
3246,OHCH-TX1 Nationwide Children's Hospital,Ohio,5 or More Years,0,0,0.0,0
3256,OHCM-TX1 Children's Hospital Medical Center,Ohio,All Time,35,20,5.0,9
3257,OHCM-TX1 Children's Hospital Medical Center,Ohio,< 30 Days,3,3,1.0,4
3258,OHCM-TX1 Children's Hospital Medical Center,Ohio,30 to < 90 Days,10,2,1.0,2
3259,OHCM-TX1 Children's Hospital Medical Center,Ohio,90 Days to < 6 Months,7,3,0.0,1
3260,OHCM-TX1 Children's Hospital Medical Center,Ohio,6 Months to < 1 Year,5,2,0.0,1
3261,OHCM-TX1 Children's Hospital Medical Center,Ohio,1 Year to < 2 Years,8,3,0.0,1
3262,OHCM-TX1 Children's Hospital Medical Center,Ohio,2 Years to < 3 Years,2,0,0.0,0
3263,OHCM-TX1 Children's Hospital Medical Center,Ohio,3 Years to < 5 Years,0,4,1.0,0
3264,OHCM-TX1 Children's Hospital Medical Center,Ohio,5 or More Years,0,3,2.0,0
3274,OHCO-TX1 University of Toledo Medical Center,Ohio,All Time,111,0,0.0,0
